(52, 2, 7, 6, 900.0, 30),
(52, 3, 5, 10, 600.0, 40),
(52, 4, 8, 6, 180000.0, 0),
(52, 5, 4, 7, 4550.0, 0),
(52, 6, 12, 2, 1200.0, 30),
(52, 7, 7, 1, 150.0, 30),
(52, 8, 10, 10, 50000.0, 0),
(52, 9, 2, 2, 1020.0, 10),
(52, 10, 6, 6, 480000.0, 10),
(53, 1, 6, 1, 80000.0, 10),
(53, 2, 15, 4, 20.0, 0),
(53, 3, 12, 5, 3000.0, 30),
(53, 4, 16, 8, 2568.0, 20),
(53, 5, 18, 8, 2664.0, 0),
(53, 6, 2, 8, 4080.0, 10),
(54, 1, 2, 4, 2040.0, 10),
(54, 2, 14, 3, 6900.0, 0),
(54, 3, 2, 3, 1530.0, 10),
(54, 4, 16, 6, 1926.0, 20),
(54, 5, 2, 1, 510.0, 10),
(54, 6, 14, 1, 2300.0, 0),
(54, 7, 6, 2, 160000.0, 10),
(54, 8, 1, 9, 90000.0, 0),
(54, 9, 14, 9, 20700.0, 0),
(55, 1, 3, 9, 3780.0, 20),
(55, 2, 2, 2, 1020.0, 10),
(55, 3, 11, 9, 3879.0, 0),
(55, 4, 5, 7, 420.0, 40),
(55, 5, 4, 1, 650.0, 0),
(55, 6, 9, 3, 3000.0, 50),
(55, 7, 3, 2, 840.0, 20),
(56, 1, 7, 5, 750.0, 30),
(56, 2, 17, 4, 424.0, 20),
(56, 3, 15, 8, 40.0, 0),
(56, 4, 2, 1, 510.0, 10),
(57, 1, 20, 8, 5656.0, 30),
(57, 2, 16, 1, 321.0, 20),
(57, 3, 7, 9, 1350.0, 30),
(58, 1, 11, 4, 1724.0, 0),
(58, 2, 7, 4, 600.0, 30),
(58, 3, 4, 8, 5200.0, 0),
(59, 1, 18, 6, 1998.0, 0),
(59, 2, 5, 3, 180.0, 40),
(60, 1, 18, 4, 1332.0, 0),
(60, 2, 13, 2, 2000.0, 30),
(61, 1, 17, 6, 636.0, 20),
(61, 2, 3, 9, 3780.0, 20),
(61, 3, 8, 8, 240000.0, 0),
(61, 4, 18, 9, 2997.0, 0),
(61, 5, 14, 9, 20700.0, 0),
(61, 6, 11, 9, 3879.0, 0),
(61, 7, 5, 1, 60.0, 40),
(61, 8, 7, 3, 450.0, 30),
(61, 9, 18, 3, 999.0, 0),
(61, 10, 14, 5, 11500.0, 0),
(62, 1, 14, 6, 13800.0, 0),
(62, 2, 16, 7, 2247.0, 20),
(62, 3, 6, 5, 400000.0, 10),
(62, 4, 11, 7, 3017.0, 0),
(62, 5, 13, 10, 10000.0, 30),
(63, 1, 7, 7, 1050.0, 30),
(63, 2, 14, 1, 2300.0, 0),
(63, 3, 11, 8, 3448.0, 0),
(63, 4, 12, 8, 4800.0, 30),
(64, 1, 17, 9, 954.0, 20),
(64, 2, 19, 8, 968.0, 0),
(64, 3, 2, 6, 3060.0, 10),
(65, 1, 14, 7, 16100.0, 0),
(65, 2, 8, 5, 150000.0, 0),
(65, 3, 7, 4, 600.0, 30),
(66, 1, 20, 7, 4949.0, 30),
(66, 2, 12, 8, 4800.0, 30),
(66, 3, 18, 3, 999.0, 0),
(66, 4, 10, 10, 50000.0, 0),
(67, 1, 7, 1, 150.0, 30),
(67, 2, 7, 3, 450.0, 30),
(68, 1, 15, 6, 30.0, 0),
(68, 2, 7, 2, 300.0, 30),
(68, 3, 2, 1, 510.0, 10),
(68, 4, 6, 3, 240000.0, 10),
(69, 1, 11, 4, 1724.0, 0),
(69, 2, 17, 7, 742.0, 20),
(69, 3, 1, 8, 80000.0, 0),
(69, 4, 19, 6, 726.0, 0),
(69, 5, 19, 4, 484.0, 0),
(70, 1, 13, 4, 4000.0, 30),
(70, 2, 20, 10, 7070.0, 30),
(70, 3, 2, 7, 3570.0, 10),
(71, 1, 16, 6, 1926.0, 20),
(71, 2, 5, 6, 360.0, 40),
(71, 3, 18, 3, 999.0, 0),
(71, 4, 18, 7, 2331.0, 0),
(71, 5, 10, 6, 30000.0, 0),
(72, 1, 8, 4, 120000.0, 0),
(72, 2, 19, 10, 1210.0, 0),
(72, 3, 6, 2, 160000.0, 10),
(73, 1, 19, 7, 847.0, 0),
(73, 2, 13, 9, 9000.0, 30),
(73, 3, 15, 1, 5.0, 0),
(73, 4, 2, 8, 4080.0, 10),
(73, 5, 2, 10, 5100.0, 10),
(74, 1, 16, 3, 963.0, 20),
(74, 2, 4, 4, 2600.0, 0),
(74, 3, 19, 9, 1089.0, 0),
(74, 4, 20, 10, 7070.0, 30),
(75, 1, 15, 5, 25.0, 0),
(75, 2, 16, 4, 1284.0, 20),
(75, 3, 13, 1, 1000.0, 30),
(75, 4, 16, 6, 1926.0, 20),
(76, 1, 11, 9, 3879.0, 0),
(76, 2, 9, 3, 3000.0, 50),
(76, 3, 16, 8, 2568.0, 20),
(76, 4, 3, 9, 3780.0, 20),
(76, 5, 12, 9, 5400.0, 30),
(77, 1, 17, 7, 742.0, 20),
(77, 2, 19, 5, 605.0, 0),
(77, 3, 8, 10, 300000.0, 0),
(77, 4, 12, 5, 3000.0, 30),
(77, 5, 5, 2, 120.0, 40),
(77, 6, 3, 2, 840.0, 20),
(77, 7, 10, 8, 40000.0, 0),
(77, 8, 20, 10, 7070.0, 30),
(77, 9, 16, 6, 1926.0, 20),
(77, 10, 15, 6, 30.0, 0),
(78, 1, 6, 6, 480000.0, 10),
(78, 2, 6, 4, 320000.0, 10),
(78, 3, 6, 3, 240000.0, 10),
(79, 1, 16, 9, 2889.0, 20),
(79, 2, 16, 5, 1605.0, 20),
(79, 3, 20, 3, 2121.0, 30),
(79, 4, 13, 9, 9000.0, 30),
(80, 1, 14, 8, 18400.0, 0),
(80, 2, 16, 2, 642.0, 20),
(80, 3, 8, 10, 300000.0, 0),
(81, 1, 8, 1, 30000.0, 0),
(81, 2, 16, 6, 1926.0, 20),
(81, 3, 3, 2, 840.0, 20),
(81, 4, 15, 8, 40.0, 0),
(82, 1, 11, 2, 862.0, 0),
(82, 2, 14, 1, 2300.0, 0),
(82, 3, 5, 9, 540.0, 40),
(82, 4, 19, 3, 363.0, 0),
(83, 1, 11, 5, 2155.0, 0),
(83, 2, 8, 1, 30000.0, 0),
(83, 3, 7, 7, 1050.0, 30),
(83, 4, 6, 2, 160000.0, 10),
(84, 1, 14, 8, 18400.0, 0),
(84, 2, 7, 4, 600.0, 30),
(84, 3, 13, 2, 2000.0, 30),
(84, 4, 19, 1, 121.0, 0),
(85, 1, 1, 8, 80000.0, 0),
(85, 2, 17, 9, 954.0, 20),
(85, 3, 10, 2, 10000.0, 0),
(86, 1, 19, 6, 726.0, 0),
(86, 2, 10, 10, 50000.0, 0),
(86, 3, 20, 9, 6363.0, 30),
(86, 4, 15, 6, 30.0, 0),
(87, 1, 14, 9, 20700.0, 0),
(87, 2, 14, 10, 23000.0, 0),
(87, 3, 20, 9, 6363.0, 30),
(88, 1, 7, 2, 300.0, 30),
(88, 2, 11, 1, 431.0, 0),
(88, 3, 9, 6, 6000.0, 50),
(88, 4, 10, 4, 20000.0, 0),
(88, 5, 4, 3, 1950.0, 0),
(88, 6, 18, 1, 333.0, 0),
(88, 7, 14, 5, 11500.0, 0),
(88, 8, 7, 6, 900.0, 30),
(88, 9, 4, 9, 5850.0, 0),
(88, 10, 13, 5, 5000.0, 30),
(89, 1, 7, 7, 1050.0, 30),
(89, 2, 6, 3, 240000.0, 10),
(89, 3, 15, 10, 50.0, 0),
(89, 4, 12, 8, 4800.0, 30),
(89, 5, 13, 2, 2000.0, 30),
(90, 1, 7, 8, 1200.0, 30),
(90, 2, 20, 7, 4949.0, 30),
(90, 3, 3, 1, 420.0, 20),
(90, 4, 18, 6, 1998.0, 0),
(90, 5, 14, 3, 6900.0, 0),
(90, 6, 6, 2, 160000.0, 10),
(90, 7, 12, 2, 1200.0, 30),
(90, 8, 20, 2, 1414.0, 30),
(90, 9, 4, 8, 5200.0, 0),
(90, 10, 11, 1, 431.0, 0),
(91, 1, 8, 8, 240000.0, 0),
(91, 2, 4, 9, 5850.0, 0),
(91, 3, 10, 6, 30000.0, 0),
(91, 4, 10, 3, 15000.0, 0),
(91, 5, 17, 3, 318.0, 20),
(92, 1, 9, 8, 8000.0, 50),
(92, 2, 3, 7, 2940.0, 20),
(93, 1, 3, 5, 2100.0, 20),
(93, 2, 7, 2, 300.0, 30),
(93, 3, 4, 10, 6500.0, 0),
(93, 4, 15, 6, 30.0, 0),
(94, 1, 2, 1, 510.0, 10),
(94, 2, 13, 3, 3000.0, 30),
(94, 3, 19, 9, 1089.0, 0),
(94, 4, 11, 5, 2155.0, 0),
(94, 5, 13, 10, 10000.0, 30),
(94, 6, 2, 6, 3060.0, 10),
(95, 1, 11, 5, 2155.0, 0),
(95, 2, 18, 8, 2664.0, 0),
(95, 3, 1, 2, 20000.0, 0),
(95, 4, 3, 7, 2940.0, 20),
(96, 1, 5, 8, 480.0, 40),
(96, 2, 12, 6, 3600.0, 30),
(96, 3, 18, 7, 2331.0, 0),
(96, 4, 20, 7, 4949.0, 30),
(96, 5, 15, 1, 5.0, 0),
(96, 6, 10, 3, 15000.0, 0),
(97, 1, 14, 1, 2300.0, 0),
(97, 2, 1, 3, 30000.0, 0),
(97, 3, 19, 9, 1089.0, 0),
(97, 4, 3, 1, 420.0, 20),
(97, 5, 16, 3, 963.0, 20),
(97, 6, 11, 9, 3879.0, 0),
(97, 7, 7, 7, 1050.0, 30),
(97, 8, 11, 5, 2155.0, 0),
(97, 9, 8, 9, 270000.0, 0),
(98, 1, 12, 5, 3000.0, 30),
(98, 2, 3, 9, 3780.0, 20),
(98, 3, 2, 4, 2040.0, 10),
(98, 4, 16, 5, 1605.0, 20),
(99, 1, 17, 4, 424.0, 20),
(99, 2, 16, 4, 1284.0, 20),
(99, 3, 16, 10, 3210.0, 20),
(99, 4, 5, 1, 60.0, 40),
(100, 1, 17, 10, 1060.0, 20),
(100, 2, 20, 3, 2121.0, 30),
(100, 3, 18, 3, 999.0, 0),
(100, 4, 14, 3, 6900.0, 0),
(100, 5, 1, 3, 30000.0, 0),
(100, 6, 14, 3, 6900.0, 0),
(101, 1, 9, 1, 1000.0, 50),
(101, 2, 5, 10, 600.0, 40),
(102, 1, 15, 10, 50.0, 0),
(103, 1, 2, 4, 2040.0, 10),
(103, 2, 9, 7, 7000.0, 50),
(103, 3, 5, 2, 120.0, 40),
(103, 4, 20, 9, 6363.0, 30),
(103, 5, 18, 9, 2997.0, 0),
(104, 1, 5, 3, 180.0, 40),
(104, 2, 10, 10, 50000.0, 0),
(104, 3, 7, 6, 900.0, 30),
(104, 4, 13, 7, 7000.0, 30),
(104, 5, 9, 9, 9000.0, 50),
(104, 6, 14, 5, 11500.0, 0),
(104, 7, 11, 9, 3879.0, 0),
(104, 8, 8, 8, 240000.0, 0),
(105, 1, 20, 5, 3535.0, 30),
(105, 2, 12, 6, 3600.0, 30),
(105, 3, 15, 6, 30.0, 0),
(105, 4, 11, 7, 3017.0, 0),
(105, 5, 4, 4, 2600.0, 0),
(106, 1, 16, 6, 1926.0, 20),
(106, 2, 3, 10, 4200.0, 20),
(106, 3, 10, 3, 15000.0, 0),
(107, 1, 15, 8, 40.0, 0),
(107, 2, 12, 5, 3000.0, 30),
(107, 3, 6, 4, 320000.0, 10),
(107, 4, 7, 10, 1500.0, 30),
(107, 5, 18, 6, 1998.0, 0),
(107, 6, 16, 8, 2568.0, 20),
(107, 7, 14, 10, 23000.0, 0),
(108, 1, 14, 5, 11500.0, 0),
(108, 2, 2, 9, 4590.0, 10),
(108, 3, 15, 2, 10.0, 0),
(109, 1, 15, 4, 20.0, 0),
(109, 2, 15, 4, 20.0, 0),
(109, 3, 18, 2, 666.0, 0),
(109, 4, 18, 3, 999.0, 0),
(110, 1, 19, 9, 1089.0, 0),
(110, 2, 1, 5, 50000.0, 0),
(110, 3, 5, 2, 120.0, 40),
(110, 4, 1, 6, 60000.0, 0),
(110, 5, 10, 6, 30000.0, 0),
(110, 6, 17, 2, 212.0, 20),
(110, 7, 1, 9, 90000.0, 0),
(111, 1, 14, 9, 20700.0, 0),
(111, 2, 19, 3, 363.0, 0),
(111, 3, 20, 8, 5656.0, 30),
(112, 1, 19, 3, 363.0, 0),
(112, 2, 14, 6, 13800.0, 0),
(112, 3, 11, 5, 2155.0, 0),
(112, 4, 18, 9, 2997.0, 0),
(113, 1, 1, 9, 90000.0, 0),
(113, 2, 15, 2, 10.0, 0),
(113, 3, 9, 1, 1000.0, 50),
(113, 4, 6, 7, 560000.0, 10),
(113, 5, 13, 7, 7000.0, 30),
(113, 6, 9, 9, 9000.0, 50),
(113, 7, 7, 10, 1500.0, 30),
(114, 1, 7, 8, 1200.0, 30),
(114, 2, 17, 10, 1060.0, 20),
(114, 3, 5, 1, 60.0, 40),
(114, 4, 20, 7, 4949.0, 30),
(114, 5, 10, 7, 35000.0, 0),
(115, 1, 11, 6, 2586.0, 0),
(115, 2, 16, 8, 2568.0, 20),
(116, 1, 20, 3, 2121.0, 30),
(116, 2, 4, 7, 4550.0, 0),
(116, 3, 7, 6, 900.0, 30),
(116, 4, 1, 1, 10000.0, 0),
(116, 5, 8, 9, 270000.0, 0),
(116, 6, 16, 9, 2889.0, 20),
(116, 7, 7, 5, 750.0, 30),
(116, 8, 2, 10, 5100.0, 10),
(116, 9, 12, 5, 3000.0, 30),
(116, 10, 3, 5, 2100.0, 20),
(117, 1, 8, 9, 270000.0, 0),
(117, 2, 18, 9, 2997.0, 0),
(117, 3, 18, 8, 2664.0, 0),
(117, 4, 12, 6, 3600.0, 30),
(117, 5, 13, 9, 9000.0, 30),
(118, 1, 12, 9, 5400.0, 30),
(118, 2, 1, 1, 10000.0, 0),
(118, 3, 18, 1, 333.0, 0),
(118, 4, 6, 7, 560000.0, 10),
(118, 5, 17, 5, 530.0, 20),
(118, 6, 14, 5, 11500.0, 0),
(118, 7, 20, 3, 2121.0, 30),
(119, 1, 17, 1, 106.0, 20),
(119, 2, 11, 4, 1724.0, 0),
(119, 3, 3, 5, 2100.0, 20),
(119, 4, 3, 7, 2940.0, 20),
(120, 1, 7, 8, 1200.0, 30),
(120, 2, 1, 4, 40000.0, 0),
(120, 3, 19, 10, 1210.0, 0),
(120, 4, 14, 9, 20700.0, 0),
(120, 5, 11, 6, 2586.0, 0),
(120, 6, 12, 1, 600.0, 30),
(120, 7, 19, 8, 968.0, 0),
(120, 8, 16, 3, 963.0, 20),
(120, 9, 5, 7, 420.0, 40),
(121, 1, 6, 7, 560000.0, 10),
(121, 2, 6, 2, 160000.0, 10),
(122, 1, 2, 8, 4080.0, 10),
(122, 2, 6, 4, 320000.0, 10),
(122, 3, 5, 5, 300.0, 40),
(122, 4, 19, 6, 726.0, 0),
(122, 5, 12, 8, 4800.0, 30),
(123, 1, 18, 1, 333.0, 0),
(123, 2, 7, 6, 900.0, 30),
(123, 3, 12, 10, 6000.0, 30),
(123, 4, 19, 1, 121.0, 0),
(123, 5, 3, 5, 2100.0, 20),
(124, 1, 15, 1, 5.0, 0),
(124, 2, 12, 1, 600.0, 30),
(125, 1, 3, 1, 420.0, 20),
(125, 2, 6, 3, 240000.0, 10),
(125, 3, 9, 7, 7000.0, 50),
(125, 4, 17, 5, 530.0, 20),
(126, 1, 16, 6, 1926.0, 20),
(126, 2, 10, 4, 20000.0, 0),
(126, 3, 16, 7, 2247.0, 20),
(126, 4, 18, 5, 1665.0, 0),
(126, 5, 9, 10, 10000.0, 50),
(126, 6, 12, 8, 4800.0, 30),
(127, 1, 12, 3, 1800.0, 30),
(127, 2, 3, 4, 1680.0, 20),
(128, 1, 17, 4, 424.0, 20),
(129, 1, 2, 5, 2550.0, 10),
(129, 2, 18, 6, 1998.0, 0),
(129, 3, 4, 1, 650.0, 0),
